,Hour,Slot,Bus1,Bus2,Bus3,Bus4,Bus5,LOAD
210,1,1,193.89834198033088,146.44917458839186,144.22065684095486,198.7278310425061,255.33075360821738,938.6267580604011
211,1,2,146.46751588795468,177.20637832220604,106.01184860229854,250.6722727746014,224.73083819932074,905.0888537863814
212,1,3,169.7948845170791,154.02514835971186,116.68042481802038,219.07714920899934,233.59241919615837,893.170026099969
213,1,4,189.61807310198452,123.73710311064835,111.91504714036586,242.07929298096764,255.570663296349,922.9201796303154
214,1,5,169.41609341249548,111.57150801623958,105.45249719362151,206.5114329092694,282.87483135413606,875.826362885762
215,1,6,216.77856762286396,114.61550014963608,155.7606718559604,163.9085256058467,220.39308631425737,871.4563515485646
216,2,1,163.98377205604697,154.91816182150535,100.85987082858247,180.7149842063457,210.1181849171798,810.5949738296604
217,2,2,137.03427754248793,171.56331311184042,140.69968579510416,219.85674098741296,227.36742214308313,896.5214395799286
218,2,3,194.4472865314628,161.66377170345316,135.66727207764214,308.07554101425035,208.30615320958026,1008.1600245363886
219,2,4,167.6945914430753,126.39584988864705,139.06370909827737,297.80662982056555,228.3270232611103,959.2878035116755
220,2,5,160.3145684652152,125.22342325005738,111.77123109839152,190.04532416129777,174.92681044575784,762.2813574207197
221,2,6,176.57867386962158,142.0800866912339,148.32805496389332,235.47771252511936,174.9641247114342,877.4286527613025
222,3,1,189.86142214034538,146.84665567804436,138.55208722065882,275.6146254937476,259.9205756122877,1010.7953661450838
223,3,2,192.6807251053289,149.00631898988246,108.97072079503023,268.64368098397154,222.68250486301062,941.9839507372238
224,3,3,138.4229551833378,142.68060209720298,121.90138785428248,250.43034293390355,217.52014042882803,870.9554284975547
225,3,4,169.52011954127966,181.57409077733487,154.6364477162368,207.08231728961704,235.0813176200555,947.894292944524
226,3,5,170.58630909534824,134.55009527433063,119.3614169342539,247.5556243360753,219.7197604424674,891.7732060824754
227,3,6,140.5378633656489,132.31620724627652,145.18900662923303,163.945823103114,171.6122688068128,753.6011691510853
