,Hour,Slot,Bus1,Bus2,Bus3,Bus4,Bus5,LOAD
228,1,1,170.10289794897835,110.20254721313407,120.76938888145322,327.0646634799719,151.20055457388233,879.3400520974199
229,1,2,179.71398672678785,111.93718149545131,114.31235149763849,237.18004870458446,189.30162733804795,832.44519576251
230,1,3,115.8958493340794,155.36274106136713,92.66378136211542,212.8651868284068,177.31325382602424,754.1008124119929
231,1,4,157.3241365889128,162.37708622278942,105.75045179275654,237.80094452443794,190.18306475949365,853.4356838883903
232,1,5,139.57122039550052,115.3943603830407,87.02742951213396,242.81565824859598,190.1722194500541,774.9808879893252
233,1,6,198.68353130005443,184.62051334032753,109.09311647088181,235.34654481629673,216.3792003910167,944.1229063185772
234,2,1,181.7326118102751,174.48961583661662,119.11317125290346,223.37529054714375,220.9262651895203,919.6369546364592
235,2,2,130.89230258405016,139.28075361662383,91.59992715445523,251.68491456270675,262.2506347277438,875.7085326455797
236,2,3,140.79878192171068,95.33246733859764,125.04631264982423,265.9803769908292,188.04779395336666,815.2057328543284
237,2,4,182.2617086713441,103.68113141602231,146.77265034971583,134.4713093514146,230.44436717827784,797.6311669667747
238,2,5,200.96039158336964,125.93518512178915,127.55098016418636,276.7407664078952,239.32025999391126,970.5075832711515
239,2,6,175.96857079643442,120.37274527933266,118.60836279498096,170.0243485314628,225.6422273458316,810.6162547480424
240,3,1,232.82109769244613,152.0385564431041,134.52412314174327,247.80419029959492,224.39469063753526,991.5826582144238
241,3,2,189.65561505228212,185.9443256100432,125.78413742910907,248.34857080530463,323.7574268484245,1073.4900757451635
242,3,3,195.60437964630057,124.6088173333335,170.68771441459944,273.42590523625853,227.20810232680603,991.534918957298
243,3,4,210.07840714604305,152.33071528247885,135.65279011172012,270.0994166743812,242.27988118859503,1010.4412104032183
244,3,5,147.6487359182283,152.21453524529173,146.93739112891703,246.90269077617106,261.95263752856056,955.6559905971687
245,3,6,149.88491200115257,197.63488563032027,150.54290776633823,221.5346251083069,204.62730122227114,924.2246317283891
