,Hour,Slot,Bus1,Bus2,Bus3,Bus4,Bus5,LOAD
252,1,1,187.4803178922492,202.31486095702843,136.84901603873968,287.1281088858745,217.28782469733363,1031.0601284712254
253,1,2,154.89443150927772,133.24238919937824,125.74910095521368,206.02204489633445,266.5963802814876,886.5043468416916
254,1,3,197.8462938607407,161.52387627625913,137.27216653763307,200.99985951316006,207.0168745300975,904.6590707178905
255,1,4,199.18528722287138,170.63411939095596,143.52724993834914,327.16353104810315,231.4716254977418,1071.9818130980213
256,1,5,182.49051759888127,145.96271430564437,147.7943277786504,309.66766372030276,331.004642692625,1116.9198660961038
257,1,6,190.84881567660156,159.13224593856702,140.10429924967877,228.47637815838075,309.93930619288165,1028.5010452161098
258,2,1,150.4415497127332,149.5872476685954,102.79434927848557,243.53284293336014,246.06896822944688,892.4249578226213
259,2,2,185.74824539416474,93.14545787615529,155.32348562285978,275.75666634806464,190.30832551092874,900.2821807521732
260,2,3,155.30342303383765,192.08760093331833,177.81871814545357,322.6007051029918,279.7120173398137,1127.5224645554151
261,2,4,190.7433078683806,152.00776853127388,125.71111706092896,272.60951554273765,244.40920141959197,985.480910422913
262,2,5,159.46478470240334,208.60365386926017,141.699661152642,268.3565967903026,241.86231348345635,1019.9870099980644
263,2,6,169.82882494081784,132.62708805957084,147.9580232333725,268.6928338323315,232.71007516797866,951.8168452340713
264,3,1,182.87398577261365,120.08659948229263,151.8011076458966,273.1696387192092,266.1483719348412,994.0797035548533
265,3,2,219.17257675267138,150.24873042644273,142.21592840994924,166.97542187140138,268.888466774127,947.5011242345918
266,3,3,149.6562003518168,156.12879378062428,115.9884597454901,272.69500512132873,210.43522572794825,904.9036847272081
267,3,4,172.19349826098968,178.7595223254533,113.29792489627933,171.62148338410483,273.4268746824354,909.2993035492625
268,3,5,245.66419107440865,107.69806850469581,148.8664173435171,253.01290743823165,265.49928778556495,1020.7408721464183
269,3,6,132.73153550681434,186.2396820149763,133.59932322729486,221.83108877648658,215.56410580201495,889.9657353275871
