,Hour,Slot,Bus1,Bus2,Bus3,Bus4,Bus5,LOAD
180,1,1,120.97064250986101,144.15179696135058,82.89217643523013,181.34540079036847,186.78724798894666,716.1472646857568
181,1,2,145.42188331554817,106.0903854607888,139.79016673331253,189.89857592221784,167.15484239970948,748.3558538315767
182,1,3,174.96596347412103,142.50181041569013,124.7787070897242,259.6141387688147,191.52824053601626,893.3888602843663
183,1,4,199.70885543730913,136.5971978595176,119.20020817018337,265.4590980255336,242.85633844483547,963.8216979373792
184,1,5,127.81673885494408,150.18312234178057,98.31627793498258,222.3591056022192,230.21351116721505,828.8887559011414
185,1,6,164.74780332690744,128.5903850427028,133.99042800342804,230.60413304353835,232.51377466934917,890.4465240859258
186,2,1,126.22029846196172,125.48710350351617,96.03843435961826,187.73383642524144,160.12169890873687,695.6013716590745
187,2,2,149.0864447623128,122.23255164882673,109.98813590226271,193.63798007723503,231.11484308199704,806.0599554726343
188,2,3,154.50022349714217,137.52674975282287,105.58589943121532,228.17010542850795,210.7199373025606,836.502915412249
189,2,4,133.35045697503858,128.18437120725164,115.38624347482958,273.49796990844754,212.0919006700258,862.5109422355931
190,2,5,190.46090937367998,151.09135124557017,103.7276674862763,171.04105269255547,209.01431177311852,825.3352925712004
191,2,6,171.67665220360402,141.5829281014161,111.92358822874832,205.81500613106903,235.90028173405295,866.8984563988904
192,3,1,163.00906698710025,110.76285476889706,107.1768884011685,225.2014538293131,205.06290299327705,811.2131669797559
193,3,2,180.66966651229112,107.39889703666472,121.27787493013993,277.8435646449436,256.52849946594233,943.7185025899817
194,3,3,165.4105178972622,151.78853277394828,110.47611381701331,195.86525550389442,218.31141814349164,841.8518381356098
195,3,4,152.03242964799955,159.59013768746414,131.46805222323772,188.8578836736463,235.83663557191062,867.7851388042584
196,3,5,156.96157761634436,160.498174662883,130.6003552497244,160.23038263879235,180.24170030496202,788.5321904727061
197,3,6,169.49742777554104,113.81924193267571,99.09230340099052,193.62413782145768,180.31245613856112,756.345567069226
