,Hour,Slot,Bus1,Bus2,Bus3,Bus4,Bus5,LOAD
264,1,1,214.7679770449459,145.6901957061663,131.59917286974687,281.8161499266846,261.2159723609872,1035.0894679085309
265,1,2,180.03034445891228,139.69972026265566,150.4590226818381,244.41979586522487,283.3769769996352,997.985860268266
266,1,3,220.75474373517048,133.94245357707274,146.5362655773379,301.7019943601049,242.03076272941726,1044.9662199791032
267,1,4,167.18172994313352,185.71772687696148,132.84938054322953,344.68587603793736,214.3652804622845,1044.7999938635464
268,1,5,148.8144245871668,137.8449340645851,165.12527475681216,211.83721836575984,236.13044193538755,899.7522937097115
269,1,6,151.82217031319234,138.12765285308205,142.2549748533146,170.412911047518,247.25795919970741,849.8756682668145
270,2,1,166.09777063066284,122.47274755880589,143.74103911274324,234.55273552179895,222.6759442911108,889.5402371151217
271,2,2,168.25596891709262,161.43088788447457,81.15718767159494,231.26901701140238,94.11419541609722,736.2272569006617
272,2,3,143.33910679348466,144.61927402573963,120.47478243421816,225.8546192971671,144.56295670985864,778.8507392604682
273,2,4,150.25927765479588,128.01335317804464,133.51139939167783,214.58872688243454,206.74543055862551,833.1181876655785
274,2,5,162.88728054891016,133.5589004239716,117.05637512798917,244.18955818218438,207.0075568175076,864.6996711005629
275,2,6,150.52710018558477,115.56696079079123,125.29795952149121,232.40240059284656,183.77948154334126,807.573902634055
276,3,1,146.78263941459866,116.43134587443717,100.66973114703816,247.109818645028,224.5619482792605,835.5554833603625
277,3,2,153.07281305456348,140.8184729148374,100.42960353928015,142.99967523867295,220.94839003497898,758.2689547823329
278,3,3,124.61513237833886,125.38877447642541,111.4412289425434,201.86563248715527,151.43884816959002,714.749616454053
279,3,4,175.5965611776382,120.64156820260212,99.12187859860713,137.4649318451666,185.6860678920413,718.5110077160552
280,3,5,137.20994000968474,127.5657851822252,100.78170795468606,197.72001777153878,155.96428380780245,719.2417347259371
281,3,6,126.67088645128716,120.69278012934024,94.37136864464948,199.02976186601984,150.07122003077987,690.8360171220766
