,Hour,Slot,Bus1,Bus2,Bus3,Bus4,Bus5,LOAD
144,1,1,133.363965988638,153.99228656973273,96.63351821838852,181.90479467955063,186.66664568550962,752.5612111418195
145,1,2,120.90004551680666,122.21244120177205,86.87552019359828,197.4867535379932,176.10603492334133,703.5807953735115
146,1,3,125.43893595292698,90.22725805370183,107.82852122211297,252.80938030139475,161.91861711363921,738.2227126437757
147,1,4,122.98747529709112,114.77678482903774,109.4821785576522,195.0958781740504,136.22714424655803,678.5694611043896
148,1,5,154.49268251844148,113.3585862313833,86.87148060331002,179.1143181594337,182.61572704692597,716.4527945594945
149,1,6,120.24308631560503,90.80323436031287,89.08499137356594,193.62769867502746,138.36663514749614,632.1256458720075
150,2,1,123.24520471991544,115.7842665274504,119.0690077256827,171.29392242182928,137.45266426872905,666.8450656636069
151,2,2,119.01722204055488,111.84680720792402,99.01272104983461,200.0844084346105,212.4887914006339,742.449950133558
152,2,3,108.64060614563456,145.67597115375904,88.17759429344086,130.48889550258247,216.10494956673833,689.0880166621553
153,2,4,119.54002720213431,84.05272378853923,110.72492341704577,194.2342456322053,190.1153912646435,698.6673113045681
154,2,5,114.82832363458746,92.74508853873233,99.41275070270514,155.25276138425443,141.44465752141562,603.683581781695
155,2,6,137.34996588217695,117.11107262455914,89.79005360459463,196.17520437779646,191.53436713443682,731.960663623564
156,3,1,147.3461355145803,94.3264852440787,75.60843493523953,183.11944572351373,127.08699287574738,627.4874942931597
157,3,2,97.51209705175931,74.29634494561017,112.57195835282533,146.0303623860624,192.54053202890142,622.9512947651587
158,3,3,123.80532833512852,116.36308787403806,107.97222515147207,102.45405798704402,152.70485754898118,603.2995568966638
159,3,4,127.71877968936745,101.77805022588181,97.3754291951468,165.69939909520002,203.9730531398004,696.5447113453965
160,3,5,124.63381939314522,127.11865572940391,83.74219134679204,245.24636087247873,134.26829395385917,715.009321295679
161,3,6,137.0742495288461,108.21458359825964,118.02987012826604,232.1228232280573,172.52357229528312,767.9650987787122
