,Hour,Slot,Bus1,Bus2,Bus3,Bus4,Bus5,LOAD
174,1,1,169.72962240652248,170.30682630331376,104.76584709313876,226.9731260949149,184.62750848719244,856.4029303850823
175,1,2,141.2551735680222,130.9040951714126,120.41097384167321,209.14451046087913,204.03835043377958,805.7531034757667
176,1,3,157.5974833208597,129.339116999876,121.53978526191814,199.3721853849079,243.74932169388345,851.5978926614451
177,1,4,108.27492740905207,122.71621309385891,111.5776926802599,216.7048082398456,190.0761733090527,749.3498147320691
178,1,5,136.11777067963936,119.21630827630837,124.12775102727564,183.09343001605828,208.39595494233797,770.9512149416196
179,1,6,150.22258142484932,104.7622619439256,136.80961518681792,170.49773431462222,215.80114720106172,778.0933400712768
180,2,1,133.2608128368192,104.67612867782094,99.51398230829585,283.772098194408,214.20116733065217,835.4241893479962
181,2,2,201.1869927105244,164.928931788611,125.88521897906212,209.93595048151917,166.21506513624155,868.1521590959583
182,2,3,175.67260079261104,147.1280609598694,107.64886459386244,226.55882918668522,176.7705259228663,833.7788814558944
183,2,4,143.66272260012383,118.7305200298184,134.17392796177623,198.2581183269108,207.10626940806884,801.931558326698
184,2,5,127.07351648475023,153.98333790414168,122.55671449426957,204.1916633352906,206.14131277770144,813.9465449961535
185,2,6,134.77512930806955,139.3242746345948,118.92447174634668,194.2934926120548,164.87502246824707,752.1923907693129
186,3,1,122.55865097017005,128.386382231051,101.94994421540801,201.56191106494236,193.8707771494895,748.327665631061
187,3,2,185.6726196257551,135.95954115635197,104.65434308333997,280.4116950053835,125.58959885364463,832.2877977244751
188,3,3,168.35281314550699,158.85227723536775,127.5043292750624,260.7190316869244,160.45858393138946,875.887035274251
189,3,4,150.3720663287529,130.9685388605543,103.84086214522317,253.86803338714645,200.51796128742552,839.5674620091024
190,3,5,146.26896648289988,123.98454992134737,125.41177443553305,135.61601961315142,206.27102101919772,737.5523314721295
191,3,6,223.12252945765923,127.83813938100332,136.82180970272717,263.91465654324634,238.43355296903454,990.1306880536705
